run	bait	prey	mean	omega
ARID1B-1	ARID1B	Q6IBW4	0.13985416742152	0.1
ARID1B-1	ARID1B	Q8N8S7	1.84789931285647	0.1
ARID1B-1	ARID1B	Q8IV63	0.139088176082646	0.1
ARID1B-1	ARID1B	Q14739	3.43512985704665	0.1
ARID1B-1	ARID1B	Q14444	3.04496408507679	0.1
ARID1B-1	ARID1B	Q14152	2.3272340362443	0.1
ARID1B-1	ARID1B	Q14126	22.2959698919739	0.605686907322007
ARID1B-1	ARID1B	Q13813	45.1976969964412	0.701899526982096
ARID1B-1	ARID1B	Q13547	0.827913268735635	0.1
ARID1B-1	ARID1B	Q15029	2.36567049146825	0.1
ARID1B-1	ARID1B	Q3L8U1	0.584829271822805	0.1
ARID1B-1	ARID1B	Q16643	43.7718417675619	0.643418541460131
ARID1B-1	ARID1B	Q16629	0.923335224417643	0.1
ARID1B-1	ARID1B	Q15843	0.277366930927573	0.1
ARID1B-1	ARID1B	Q8WW22	0.684851401765749	0.1
ARID1B-1	ARID1B	Q9H4G4	1.55189448995735	0.1
ARID1B-1	ARID1B	Q9H257	0.273519945887819	0.1
ARID1B-1	ARID1B	Q9H1E3	0.167155972495661	0.1
ARID1B-1	ARID1B	Q9NR30	6.09696059128488	0.1
ARID1B-1	ARID1B	Q9NQZ6	0.270564545421648	0.1
ARID1B-1	ARID1B	Q9NNW5	8.46399751918627	0.1
ARID1B-1	ARID1B	Q96HS1	10.8324860796475	0.1
ARID1B-1	ARID1B	Q96C19	6.13459756799841	0.402385695332803
ARID1B-1	ARID1B	Q93077	1.21061630541457	0.1
ARID1B-1	ARID1B	Q8WYA0	0.245268262970861	0.1
ARID1B-1	ARID1B	Q8WWI1	4.37734001062191	0.1
ARID1B-1	ARID1B	Q9BUP0	3.40938569991088	0.1
ARID1B-1	ARID1B	Q9BQG0	4.71282322419708	0.1
ARID1B-1	ARID1B	Q9BQE3	4.03948917300539	0.1
ARID1B-1	ARID1B	Q9BPW8	2.02734882380079	0.1
ARID1B-1	ARID1B	Q96N67	26.855217971238	0.1
ARID1B-1	ARID1B	P33991	2.05685508362233	0.1
ARID1B-1	ARID1B	P30050	5.18565861884421	0.1
ARID1B-1	ARID1B	P35579	24.7326484865902	0.1
ARID1B-1	ARID1B	P35580	39.3661611223537	0.533747595879843
ARID1B-1	ARID1B	P35613	4.49907448763288	0.1
ARID1B-1	ARID1B	P46777	5.98176522330633	0.209430584957905
ARID1B-1	ARID1B	P45973	0.116743375321726	0.1
ARID1B-1	ARID1B	P42771	2.09756506541423	0.1
ARID1B-1	ARID1B	P40939	16.1217584886086	0.292893218813452
ARID1B-1	ARID1B	P40429	1.78963439725329	0.1
ARID1B-1	ARID1B	P39023	8.14886205576659	0.209430584957905
ARID1B-1	ARID1B	P36957	1.46446576210076	0.1
ARID1B-1	ARID1B	P36776	2.52329240128166	0.1
ARID1B-1	ARID1B	P36578	13.2336531167943	0.424124446550104
ARID1B-1	ARID1B	P35998	3.56258303521819	0.1
ARID1B-1	ARID1B	P26373	8.10505145608695	0.292893218813452
ARID1B-1	ARID1B	P12270	1.41042549141054	0.1
ARID1B-1	ARID1B	P12268	2.68913113477553	0.1
ARID1B-1	ARID1B	P12004	2.34064085305533	0.1
ARID1B-1	ARID1B	P11233	2.25373340508034	0.1
ARID1B-1	ARID1B	P10606	2.69656297316313	0.1
ARID1B-1	ARID1B	P10412	2.0573857955523	0.1
ARID1B-1	ARID1B	P09211	1.38526092246686	0.1
ARID1B-1	ARID1B	P08754	9.78147265251116	0.306624754718464
ARID1B-1	ARID1B	P08621	1.62511193958252	0.1
ARID1B-1	ARID1B	P07948	4.53024282831467	0.23303501115263
ARID1B-1	ARID1B	P46779	4.08441709817403	0.1
ARID1B-1	ARID1B	P12956	6.41609259344682	0.1
ARID1B-1	ARID1B	P24539	3.95191304507454	0.1
ARID1B-1	ARID1B	P24534	1.7583291680379	0.1
ARID1B-1	ARID1B	P22695	4.01879245206751	0.1
ARID1B-1	ARID1B	P21333	9.07586843966582	0.1
ARID1B-1	ARID1B	P20700	13.5187639702306	0.1
ARID1B-1	ARID1B	P20618	0.862550882809423	0.1
ARID1B-1	ARID1B	P13987	1.53657754238137	0.1
ARID1B-1	ARID1B	P13010	5.2876402857656	0.1
ARID1B-1	ARID1B	P49207	1.40680471462273	0.1
ARID1B-1	ARID1B	P50402	10.173817061599	0.1
ARID1B-1	ARID1B	P83881	0.726840609710331	0.1
ARID1B-1	ARID1B	P63261	2.01520124045734	0.1
ARID1B-1	ARID1B	P63218	2.75918756156485	0.1
ARID1B-1	ARID1B	P63208	1.73329497805949	0.1
ARID1B-1	ARID1B	P63096	5.25213555381099	0.1
ARID1B-1	ARID1B	P62906	4.8985959735215	0.21913119055697
ARID1B-1	ARID1B	P62879	4.72872225631257	0.1
ARID1B-1	ARID1B	Q01082	42.5566189543066	0.741338048368276
ARID1B-1	ARID1B	Q02543	5.04595056309507	0.1
ARID1B-1	ARID1B	Q13200	2.21570126437087	0.1
ARID1B-1	ARID1B	Q08945	1.61829365745373	0.1
ARID1B-1	ARID1B	Q04837	3.66540049782671	0.1
ARID1B-1	ARID1B	Q02878	6.38225334439442	0.1
ARID1B-1	ARID1B	P07237	2.55901584797755	0.1
ARID1B-1	ARID1B	P62424	7.07666768767428	0.1
ARID1B-1	ARID1B	P55084	7.14487457262791	0.1
ARID1B-1	ARID1B	P55072	10.7257229914406	0.1
ARID1B-1	ARID1B	P51970	3.10241929404441	0.1
ARID1B-1	ARID1B	P50990	29.3669974224078	0.386364037579612
ARID1B-1	ARID1B	P50914	3.3355295407451	0.1
ARID1B-1	ARID1B	P62873	8.99852828302498	0.1
ARID1B-1	ARID1B	P62333	2.36223306999	0.1
ARID1B-1	ARID1B	P62306	3.85366419430331	0.1
ARID1B-1	ARID1B	P62191	1.48341024019278	0.1
ARID1B-1	ARID1B	P62136	0.891145506628451	0.1
ARID1B-1	ARID1B	P62070	1.78482471589597	0.1
ARID1B-1	ARID1B	P61586	2.09847885683659	0.1
ARID1B-1	ARID1B	P61353	5.34012383885666	0.1
ARID1B-1	ARID1B	P61313	4.68445764855265	0.1
ARID1B-1	ARID1B	P61254	0.586072572745944	0.1
ARID1B-1	ARID1B	P60953	3.26415744832777	0.1
ARID1B-1	ARID1B	P60660	4.84622645205068	0.1
ARID1B-1	ARID1B	P57740	1.15300456189852	0.1
ARID1B-1	ARID1B	Q8WVJ2	0.13853585707492	0.1
ARID1B-1	ARID1B	P30048	6.13541785117102	0.154845745271483
ARID1B-1	ARID1B	P30041	4.70047076197885	0.1
ARID1B-1	ARID1B	P29966	1.86495321794804	0.1
ARID1B-1	ARID1B	P29692	3.37171723964723	0.1
ARID1B-1	ARID1B	P30101	4.83637447934756	0.1
ARID1B-1	ARID1B	P29372	1.989963883861	0.1
ARID1B-1	ARID1B	P28070	1.95479233694048	0.154845745271483
ARID1B-1	ARID1B	P27816	1.06604665800899	0.1
ARID1B-1	ARID1B	P27708	14.9645406656322	0.21913119055697
ARID1B-1	ARID1B	P27695	3.57286951878211	0.188604295473631
ARID1B-1	ARID1B	P27635	5.9113826209092	0.1
ARID1B-1	ARID1B	P27348	4.60736963783285	0.1
ARID1B-1	ARID1B	P30153	9.78592172785894	0.1
ARID1B-1	ARID1B	P30419	0.0281911981193112	0.422649730810374
ARID1B-1	ARID1B	P34932	18.6057613755641	0.1
ARID1B-1	ARID1B	P33316	1.42895731699816	0.1
ARID1B-1	ARID1B	P32969	7.74257620612044	0.1
ARID1B-1	ARID1B	P32121	19.812625095948	0.1
ARID1B-1	ARID1B	P31943	5.45184520641827	0.1
ARID1B-1	ARID1B	P31689	24.4766921883397	0.466565050330919
ARID1B-1	ARID1B	P30533	0.753352318771577	0.1
ARID1B-1	ARID1B	P26641	7.52093371460381	0.1
ARID1B-1	ARID1B	P26599	5.69810011287566	0.1
ARID1B-1	ARID1B	P26583	9.96208568969784	0.1
ARID1B-1	ARID1B	P26368	7.8912873193903	0.1
ARID1B-1	ARID1B	P22626	15.4827640611925	0.1
ARID1B-1	ARID1B	P22314	3.96500385632151	0.1
ARID1B-1	ARID1B	P22234	8.61422745838343	0.1
ARID1B-1	ARID1B	P22087	5.00854040834093	0.1
ARID1B-1	ARID1B	P22061	17.7829680709973	0.1
ARID1B-1	ARID1B	P19338	13.4847682757905	0.488928547216002
ARID1B-1	ARID1B	P18621	8.82111961345646	0.1
ARID1B-1	ARID1B	P35268	9.49509866194279	0.1
ARID1B-1	ARID1B	P23246	15.6235000182519	0.1
ARID1B-1	ARID1B	P26196	6.04247306272511	0.1
ARID1B-1	ARID1B	P25786	0.97913128500993	0.1
ARID1B-1	ARID1B	P25705	25.5167815223251	0.1
ARID1B-1	ARID1B	P25398	7.3430574626108	0.1
ARID1B-1	ARID1B	P25205	4.59229473670078	0.1
ARID1B-1	ARID1B	P23528	8.75419510092318	0.1
ARID1B-1	ARID1B	P23396	21.3843301066865	0.1
ARID1B-1	ARID1B	P23284	20.5998818845293	0.1
ARID1B-1	ARID1B	P17987	25.1602727122584	0.313813423377272
ARID1B-1	ARID1B	P35637	5.41673353741156	0.1
ARID1B-1	ARID1B	P35754	0.152143378524391	0.1
ARID1B-1	ARID1B	P49756	4.51554284932098	0.1
ARID1B-1	ARID1B	P49674	1.70761420457014	0.1
ARID1B-1	ARID1B	P49458	2.96698486377289	0.1
ARID1B-1	ARID1B	P49368	26.9030602263801	0.409893214412132
ARID1B-1	ARID1B	P49327	31.6163396900213	0.213884532597222
ARID1B-1	ARID1B	P49006	5.47933169997471	0.244705488794127
ARID1B-1	ARID1B	P50747	0.0301699496017218	0.1
ARID1B-1	ARID1B	P50991	19.7339024721278	0.328568937171397
ARID1B-1	ARID1B	P52926	0.267412377768074	0.1
ARID1B-1	ARID1B	P52907	6.66467311244786	0.1
ARID1B-1	ARID1B	P52597	8.33443575508688	0.1
ARID1B-1	ARID1B	P52272	17.7902283955627	0.1
ARID1B-1	ARID1B	P51991	6.48208621556525	0.21913119055697
ARID1B-1	ARID1B	P51610	0.738907190353621	0.1
ARID1B-1	ARID1B	P48643	22.9299657148509	0.314581399640978
ARID1B-1	ARID1B	P48047	4.68013102110324	0.1
ARID1B-1	ARID1B	P41223	2.18146713533775	0.1
ARID1B-1	ARID1B	P40227	15.9398711386929	0.147507075661908
ARID1B-1	ARID1B	P39748	2.27014460632276	0.1
ARID1B-1	ARID1B	P39019	10.6604952781907	0.1
ARID1B-1	ARID1B	P38646	37.6195761991488	0.1
ARID1B-1	ARID1B	P37802	0.767397409128434	0.1
ARID1B-1	ARID1B	P37108	3.36543947840119	0.1
ARID1B-1	ARID1B	P36969	1.25974544971613	0.1
ARID1B-1	ARID1B	P36542	8.02414192524059	0.1
ARID1B-1	ARID1B	P41567	1.17589520273509	0.1
ARID1B-1	ARID1B	P35659	4.04657981216227	0.1
ARID1B-1	ARID1B	P42166	9.54841905974311	0.613666295356872
ARID1B-1	ARID1B	P42677	5.02311033054526	0.1
ARID1B-1	ARID1B	P47914	1.44681295384235	0.1
ARID1B-1	ARID1B	P47813	1.25824448717114	0.1
ARID1B-1	ARID1B	P47756	6.24149788439965	0.209430584957905
ARID1B-1	ARID1B	P47755	1.70761787790144	0.1
ARID1B-1	ARID1B	P46783	9.22053023310317	0.1
ARID1B-1	ARID1B	P46782	14.0493134672827	0.1
ARID1B-1	ARID1B	P46781	7.24188092948935	0.1
ARID1B-1	ARID1B	P46778	2.9384348560135	0.1
ARID1B-1	ARID1B	P46776	3.48769001160697	0.1
ARID1B-1	ARID1B	P46109	10.1861788775224	0.1
ARID1B-1	ARID1B	P45880	12.4393494661919	0.1
ARID1B-1	ARID1B	P43487	4.0749363853379	0.1
ARID1B-1	ARID1B	P42766	3.38704184885273	0.1
ARID1B-1	ARID1B	P17844	17.1851907546466	0.1
ARID1B-1	ARID1B	P17096	0.724316639971715	0.1
ARID1B-1	ARID1B	O60841	1.10360922073753	0.1
ARID1B-1	ARID1B	O60716	3.48895783057984	0.1
ARID1B-1	ARID1B	O60869	1.44675306665525	0.1
ARID1B-1	ARID1B	O43809	3.13692799458835	0.1
ARID1B-1	ARID1B	O43734	0.320946335899136	0.1
ARID1B-1	ARID1B	O43684	2.16530447207062	0.1
ARID1B-1	ARID1B	O75940	1.62166448229587	0.1
ARID1B-1	ARID1B	O75937	1.7174771438337	0.1
ARID1B-1	ARID1B	O75400	3.0776899691463	0.1
ARID1B-1	ARID1B	O75340	3.50717316836302	0.1
ARID1B-1	ARID1B	O43665	2.75254318262349	0.1
ARID1B-1	ARID1B	O43583	0.714303619518781	0.1
ARID1B-1	ARID1B	O14545	1.05238530435422	0.1
ARID1B-1	ARID1B	O00571	7.17544814133685	0.1
ARID1B-1	ARID1B	O00541	0.79693748940013	0.1
ARID1B-1	ARID1B	O00410	7.17241602573924	0.1
ARID1B-1	ARID1B	O00244	2.79043909726865	0.1
ARID1B-1	ARID1B	O00170	2.13013336934795	0.1
ARID1B-1	ARID1B	O14556	0.696855829430088	0.1
ARID1B-1	ARID1B	O94903	0.891258954127682	0.1
ARID1B-1	ARID1B	O14654	31.0822931932265	0.312269694594623
ARID1B-1	ARID1B	O43482	0.920031532420697	0.1
ARID1B-1	ARID1B	O43175	16.0227805088786	0.1
ARID1B-1	ARID1B	O43143	2.91203367229935	0.1
ARID1B-1	ARID1B	O15371	2.19849245279535	0.1
ARID1B-1	ARID1B	O15347	2.88210612460542	0.1
ARID1B-1	ARID1B	O15042	18.2819765483582	0.392823259281084
ARID1B-1	ARID1B	O14965	1.05557130259326	0.1
ARID1B-1	ARID1B	O95218	0.825618544607297	0.1
ARID1B-1	ARID1B	O95232	13.297001737525	0.1
ARID1B-1	ARID1B	P11142	47.7204354617708	0.1
ARID1B-1	ARID1B	P11021	43.2668522746998	0.1
ARID1B-1	ARID1B	P10809	38.5077942284514	0.1
ARID1B-1	ARID1B	P10599	11.8530330291542	0.1
ARID1B-1	ARID1B	P09874	26.5811492699907	0.111283379036951
ARID1B-1	ARID1B	P09651	2.35084431944594	0.1
ARID1B-1	ARID1B	P09622	1.69432783340602	0.1
ARID1B-1	ARID1B	P09429	7.53065476020164	0.1
ARID1B-1	ARID1B	P09234	1.70855567442421	0.1
ARID1B-1	ARID1B	P08708	10.9220256059352	0.1
ARID1B-1	ARID1B	P08670	39.1849391740694	0.585565777003347
ARID1B-1	ARID1B	P08238	16.3180961303045	0.1
ARID1B-1	ARID1B	P07900	18.3605360093843	0.1
ARID1B-1	ARID1B	P11387	3.33441237718623	0.1
ARID1B-1	ARID1B	P16403	3.39134240462753	0.1
ARID1B-1	ARID1B	P16152	6.51316986903263	0.1
ARID1B-1	ARID1B	P15880	9.09895803373623	0.1
ARID1B-1	ARID1B	P14866	5.08237996218503	0.1
ARID1B-1	ARID1B	P14618	16.5166995671651	0.1
ARID1B-1	ARID1B	P14174	1.123848052742	0.1
ARID1B-1	ARID1B	P13797	1.3083508610568	0.1
ARID1B-1	ARID1B	P13639	17.938549912968	0.1
ARID1B-1	ARID1B	P12277	4.12912824230158	0.1
ARID1B-1	ARID1B	P12236	9.50070974164067	0.1
ARID1B-1	ARID1B	P11498	44.2591682956691	0.496845394573372
ARID1B-1	ARID1B	P53396	10.8592495387239	0.1
ARID1B-1	ARID1B	P07814	4.12624374712332	0.1
ARID1B-1	ARID1B	P07437	13.4182991681022	0.1
ARID1B-1	ARID1B	P04080	4.68927936736416	0.1
ARID1B-1	ARID1B	P04075	5.49167154726854	0.1
ARID1B-1	ARID1B	P00492	3.89122661218696	0.154845745271483
ARID1B-1	ARID1B	O95881	2.73003528455913	0.1
ARID1B-1	ARID1B	O95372	1.62846902456814	0.1
ARID1B-1	ARID1B	P07737	1.58408049816212	0.1
ARID1B-1	ARID1B	P04406	10.7326196747457	0.154845745271483
ARID1B-1	ARID1B	P05114	1.06580336612209	0.1
ARID1B-1	ARID1B	P07195	4.72742704892487	0.1
ARID1B-1	ARID1B	P06748	12.3047265893068	0.1
ARID1B-1	ARID1B	P06733	13.1605841731739	0.1
ARID1B-1	ARID1B	P06576	21.0916924707803	0.1
ARID1B-1	ARID1B	P06493	1.36435306521733	0.1
ARID1B-1	ARID1B	P05204	8.14654749521016	0.1
ARID1B-1	ARID1B	P05166	5.11822925718828	0.6409035838301
ARID1B-1	ARID1B	P05165	9.96288836121131	0.680390022630068
ARID1B-1	ARID1B	P05141	17.7543523884837	0.1
ARID1B-1	ARID1B	P05023	17.5573947423153	0.1
ARID1B-1	ARID1B	P53999	10.8736130427499	0.1
ARID1B-1	ARID1B	P54136	0.729485654891798	0.1
ARID1B-1	ARID1B	Q5T440	2.0410025441174	0.1
ARID1B-1	ARID1B	Q5JWF2	7.37855836827079	0.137051072737309
ARID1B-1	ARID1B	Q5VTL8	7.49252623692824	0.1
ARID1B-1	ARID1B	Q6P1L8	1.95679171255032	0.1
ARID1B-1	ARID1B	Q6FI81	0.405652851093444	0.1
ARID1B-1	ARID1B	Q66PJ3	2.07828355173651	0.1
ARID1B-1	ARID1B	Q4VCS5	34.1272177335895	0.567110260683565
ARID1B-1	ARID1B	Q4KMP7	0.696166361283325	0.1
ARID1B-1	ARID1B	Q3ZCM7	3.83911103703041	0.1
ARID1B-1	ARID1B	Q2TBE0	0.956396382828157	0.1
ARID1B-1	ARID1B	Q15417	1.95921316177528	0.1
ARID1B-1	ARID1B	Q15393	2.50965252971994	0.1
ARID1B-1	ARID1B	Q15366	6.89637948750535	0.1
ARID1B-1	ARID1B	Q15365	9.051608259014	0.1
ARID1B-1	ARID1B	Q15233	15.7655210564866	0.1
ARID1B-1	ARID1B	Q15181	2.28832110106859	0.1
ARID1B-1	ARID1B	Q15084	3.48740334762521	0.1
ARID1B-1	ARID1B	Q14978	15.2387801247327	0.379826327053958
ARID1B-1	ARID1B	Q14974	14.6871455204565	0.1
ARID1B-1	ARID1B	Q16763	0.496139873559328	0.1
ARID1B-1	ARID1B	Q16630	2.8529481895929	0.1
ARID1B-1	ARID1B	Q16527	8.58254747711234	0.1
ARID1B-1	ARID1B	Q16181	2.65697580700196	0.1
ARID1B-1	ARID1B	Q15654	2.39686689600715	0.1
ARID1B-1	ARID1B	Q15637	13.569867061572	0.1
ARID1B-1	ARID1B	Q6P2Q9	2.9717791864553	0.1
ARID1B-1	ARID1B	Q8NBS9	2.86105117168463	0.1
ARID1B-1	ARID1B	Q8NAV1	2.56809888553954	0.1
ARID1B-1	ARID1B	Q8N9Q2	5.85719025380043	0.1
ARID1B-1	ARID1B	Q8N5F7	2.72094360962509	0.1
ARID1B-1	ARID1B	Q8N1G4	3.26768715779284	0.1
ARID1B-1	ARID1B	Q8N0T1	0.512974490548315	0.1
ARID1B-1	ARID1B	Q8NC51	11.6466098490491	0.1
ARID1B-1	ARID1B	Q8WUA2	3.23140084481336	0.1
ARID1B-1	ARID1B	Q8TET4	0.791841798679559	0.1
ARID1B-1	ARID1B	Q8TEA8	0.0719068545732486	0.1
