Protein,Cyto - Endo,Cyto - GalT,Cyto - LAMP1,Cyto - LAMTOR1,Cyto - PM
Q567U6,-1.3346781444815,-0.202901492958498,-1.53448109689854,-1.37307078565552,0.0688630762012684
Q5MNZ6,-2.55957036250069,-0.332073030933695,-0.625303814481526,-1.9288746225205,-0.395192730335173
Q5T1M5,-1.1503538607572,0.18678242911208,-1.31549377308684,-1.4269997052136,0.464524826102336
Q5T2T1,-0.550968907948319,-1.39488348764106,-0.0304504461014307,-0.616577731822042,-2.40002172224594
Q5VZ66,0.055734391631369,-0.611211969356865,1.0273307985254,0.935033106972376,-1.86652994008245
Q641Q2,-1.62749685275214,0.1490683481064,-1.03731966843052,-1.57238135817079,0.431506728851256
Q68DK2,-0.245941589008102,0.153078640020465,-2.92538446319148,-1.4392475323965,-0.100685809398412
Q6IAA8,-1.37210065669156,0.148238455130514,-5.17388118704852,-4.47735783512655,-1.06749121223305
Q6NYC8,0.598136574567768,0.284451559840334,0.847603597139456,0.550009023795723,-1.02802988609634
Q6P996,-0.125550311300143,-2.29921799946495,0.203041187429612,-0.54491845709021,0.577175176338079
Q6QNY1,-0.182177245568777,0.0993363581842562,-1.58917820686648,-1.51567633202798,-0.0643471839272216
Q6RW13,-1.0248097308019,-0.207215990472244,-0.980368684140089,-1.78110330644928,0.461969490048734
Q6ZMI0,-2.29589606853738,-0.123368725105978,0.348538434378222,-1.42939934280811,0.509731592778755
Q6ZMW3,-0.102102027251872,-1.72054545570947,-0.174180709735906,-0.528417371379206,-2.90703002114189
Q7L523,-0.906024111669763,-0.270432626660378,-3.9564710244678,-3.22675005956699,-0.892804860287499
Q7Z2K8,0.060310525442791,-0.293302595259098,0.0634589499760797,0.0167018752184353,-1.29918817776624
Q7Z3T8,-1.44599230063623,-0.0354666724307099,-0.194477631614055,-1.08864009112621,0.377153384166568
Q7Z7G8,-0.0458208532164324,-1.90024475218926,0.85710755195279,-0.47112263315911,0.642018278275901
Q86T03,-1.68256038143924,-0.4384926092956,-4.89122364559842,-4.35647294040177,-1.22320780886462
Q86Y82,-2.19069791144578,-1.5375231722711,-2.1563638956562,-2.96282893512227,-0.65233537589709
Q86YQ8,-0.654242476819422,-1.15308818904926,-0.162550121018888,-0.691271950961199,-2.19091089496747
Q8IWB7,-1.0128610465442,0.5331489069016,-0.495064525976467,-0.537957145049167,0.592455694460211
Q8IWE5,-0.176610099182967,0.237600331748244,-1.95793541364502,-1.84389793099033,0.0816064514195885
Q8IWJ2,-0.227365014230232,-1.81659688693356,-0.0948290536125317,0.468943968538502,0.482934352896324
Q8IXS6,-0.927739566378121,-1.14781238147669,0.703529681024057,-0.60025106969362,-2.2950108016246
Q8IY95,-0.189484395677401,0.139741440079754,-3.71109356766831,-3.24583450286818,-0.258490447776134
Q8N1F8,-0.363005302865742,-0.313019792613153,-4.60585689999771,-2.9823848407679,-0.808276186661642
Q8N3P4,-1.89997617113971,-0.161259516568467,-0.4549748677936,-1.10630478977822,0.0959580725710669
Q8N7R7,-0.132669079848354,-1.36042437139453,-0.773836970077232,-0.724145225341383,-2.87286939564519
Q8N8Z6,0.0530901446998137,-1.69270196560028,0.296057897969547,-0.326541603679164,-2.8447731821768
Q8NBW4,-0.673140139672589,0.112266545273831,-4.16327510526097,-3.47480117724945,-0.207434948903944
Q8NHP6,-0.267373124270831,-0.304673328528875,-2.57955523348229,-1.3965648793109,-0.0429897434264976
Q8TEQ0,-1.77230962694177,0.517735352800223,0.0166227459144121,-1.90619854695702,0.422663665562034
Q8TEV9,-0.442069531001955,-0.209070019487099,-2.56799755997528,-1.75734214330669,-0.223759613623455
Q8WUH2,-1.52794619236797,-0.00284289845592247,-0.382766575032233,-0.521596296365078,0.0172954392977998
Q8WXA3,-1.42530152278657,-0.0282294159589764,-0.49693313510311,-2.0294666774087,0.471396521305513
Q8WXE0,0.00423826304131262,0.188766988862213,0.377503951184001,0.155260384992579,-1.40210021845898
Q92609,-0.864082562405699,0.31991921204199,-0.465821999834532,-1.56942052963349,0.381765495928279
Q92692,0.0806631516402439,-1.19509599797252,0.690017427566377,-0.167200003822956,-2.61443788814645
Q92783,-1.46936120479632,-0.387030897471364,0.18259122085647,-1.64165228905681,0.52481201389147
Q92796,0.0437826952646242,-1.0624555316644,0.609609796037585,0.160534367942991,-2.45535117412731
Q93050,-1.53188527634197,-1.16639948204571,-4.05002657825651,-2.26011507689803,-0.808359770550767
Q969J3,-0.298698389666988,0.899289786624246,-2.96904902025281,-2.88985326750891,0.454431874071002
Q96B45,-0.0466334230840109,0.768832273112745,-2.43029572170558,-2.11690619276856,-0.029706486867366
Q96BM9,-0.96975510851672,-0.394232140799164,-4.02636953334879,-3.32054049145029,-0.825317591951442
Q96BR1,-1.50579333917799,0.0591658040783226,-0.0570152099596331,-1.13134926183518,-0.0139371408649885
Q96CN9,-0.169742406671698,-2.41929850083203,0.45929203245418,-1.00450818434669,0.574903820287291
Q96EE3,-0.133054690409265,0.189240123375846,-1.46869894822451,-1.0230800920116,0.201324112382912
Q96JB2,-0.0118723991203534,-1.31287054010502,0.540199847565036,-0.277402806584742,0.323045197358435
Q96JC1,-0.550813656717466,0.232498397000113,-2.00349101931742,-1.53506938821894,-0.125983282687565
Q96K37,0.104741173395879,-1.47237552598048,0.575558130125057,-0.296393065240344,0.970477544133057
Q96L92,-1.60647620685301,-0.00633593046136559,0.0341291843626118,-0.873675830939966,-0.16355018038991
Q96L93,-2.12960342732473,-0.19025371675479,-1.17461452293571,-1.48248443889503,-0.209133165900879
Q96LT7,-0.549784564589178,-0.0350333226484338,-2.70855202719721,-1.8483847394198,-0.260415316847189
Q96QK1,-1.37066002198588,-0.2643145366662,-1.45700471405777,-1.28777472429067,-0.0684832837545558
Q96RT1,0.398796512985701,-0.534613135558443,0.621390732083701,0.288376915054734,-1.61946511546239
Q96S15,0.0218231442721113,0.692828762661301,-2.02193616921821,-1.44533080952403,0.224226040417323
Q96S38,-2.51835804703552,0.0966272252655161,-0.294272306200417,-2.18166623014019,0.221813323697983
Q99717,-1.06983743800967,-0.978105368841689,-0.535477983578,-1.21222942620208,-2.2776899589789
Q99747,-1.93932722866358,-0.767421251008109,-1.90959986381592,-2.78271947158969,-1.61632786301794
Q99805,-0.156316848112156,-3.03574970330958,-0.848194248808144,-0.624536043587745,0.428644553050023
Q9BQS8,-0.670997430530266,-0.165910652175489,-3.04479056675071,-3.03415298415502,-0.197404051789299
Q9BTU6,-1.47093280863753,-0.5442601943214,-3.52989998175894,-2.90566281333538,-0.0572332092247552
Q9BXI6,-0.0157092397203777,-0.944559562461233,0.495937223259922,0.4693475318326,-2.31052289012876
Q9BXW6,-0.160581123825389,-0.0163409894883667,-2.4411723744227,-1.89064245196072,-0.277512599680389
Q9BY67,-1.52975365159141,-1.89348109072713,-1.33254288280757,-1.41157541458819,-3.48109477254913
Q9BYG4,0.257257480552413,-0.283640435115437,-0.0598626676016532,-0.0958498674282533,-1.85728712230427
Q9BYG5,0.256878955195133,-0.474523422911589,0.373561336856693,-0.256167828431678,-2.11153355225567
Q9C0B5,0.228323984637711,-1.4828036634963,0.375870584994433,-0.0635539508367224,-2.52444587139102
Q9H0E2,-0.480673237651799,-0.311515756677944,-1.80629519154174,-1.6951890432146,-0.051661546512288
Q9H0W5,0.0412334297223885,-0.479331425045445,1.31040875002223,0.0695539145170552,-1.70208907900316
Q9H1K0,-2.2253377647517,0.179835453639902,0.361982768127157,-1.22882074542675,0.202053148430568
Q9H269,-0.704358259887565,0.0886051256705235,-1.84322052959918,-1.38547949710852,-0.192175903136732
Q9H270,-1.37083746856086,0.165144568859744,-2.08436186177499,-1.67060778782616,0.0493239954084662
Q9H2E6,-0.267781000658666,-1.18349453092425,0.249132756412326,-0.807413615488755,-2.52916272815847
Q9H3Q1,-0.217159931203989,-0.785570864060333,0.177168757774248,-0.419661260484033,-3.14243551754063
Q9H3S7,-1.84527404088771,-0.319206762294701,-0.0833404644092219,-1.60412922053279,0.562663937273878
Q9HB90,-0.764793317205099,0.38396977848629,-4.11987738445192,-3.74219585902506,-0.555384619042843
Q9HC56,-0.354173090568667,-0.966183078178745,0.402117137933267,0.157568951162711,-2.68344710729247
Q9HD26,0.0330472212076659,-2.24370731056881,1.18880925473258,-1.01058262216527,0.55346614011141
Q9NQA3,-1.286548763761,0.647256746612423,-0.815832783083265,-1.62881827465183,0.439379232577768
Q9NQS3,-0.245417968106587,-1.25318074787608,0.717516967912924,-0.345463643204787,-2.48263657214076
Q9NRR5,0.0875336068768904,-2.88967696983071,0.319019861111835,-0.103706230798798,0.645250901552846
Q9NRW7,-1.44763774112538,-0.250429114899555,-0.146745157147788,-0.929424977188622,0.20860004229059
Q9NUM4,-1.40610803372516,-0.245340693907721,-2.83806482236449,-3.50642990666313,0.244856411474546
Q9NVA4,-1.66628727423158,-0.405078073288244,-4.2525202998872,-4.25700294955967,-0.518508409849811
Q9NVJ2,-0.756833268196978,-0.131600406248066,-4.13731140555171,-3.32264447050732,-0.732813018094322
Q9NWQ8,-1.00752176868972,-2.14868746842493,-0.853591470185822,-1.44605605216919,-3.21166912706941
Q9NXC5,-0.143932442183155,0.151909564756689,-2.21553791383974,-1.41158218337691,0.0940437669447011
Q9NXN4,-0.753828855573922,-0.0074062114368215,-2.74060330090802,-2.48416791537082,-0.218836824175199
Q9NZU0,0.105960495989556,-1.50623803871736,0.0910973373850904,0.208770446994489,-3.08048168567716
Q9NZW5,0.175044293562857,-0.675794607118199,-0.146771509481477,0.0371001603913567,-1.78502941870517
Q9P253,-1.11986751272011,0.119101335674555,-1.95918695203266,-1.74641703500227,0.0959408173989004
Q9P278,0.157526111666266,0.43550542517545,-1.46842125400035,-1.19010826226873,0.647404797365133
Q9P2R3,-1.71734400202144,-0.126965718614444,-0.113240771770389,-0.326929970247689,-0.0565323191437446
Q9P2Y5,-1.20717847536359,0.172426058146656,-0.7891860063033,-1.49931320472493,0.216797937317412
Q9UBI6,-0.453388461731032,-1.77202219646849,-0.801430072197532,-0.999542488691098,-3.2790646785854
Q9UBQ0,-1.88396617920449,-0.400941893251578,-2.14281894704317,-1.92918413338936,-0.188757984097044
Q9UEU0,-2.61676402811505,-0.886099414544377,-3.84489536923125,-4.00972828558384,-0.493984252340176
Q9UHA4,-1.54266911319262,0.0822319256682228,-5.39996613670801,-4.92301531951322,-1.4124623396629
Q9UHD9,0.245510765776011,-3.39451174093267,1.27206417816618,-0.144281130801889,1.04856314769936
Q9UIQ6,-2.86868822634346,-0.408100796493388,-0.784616439474577,-1.71740422861143,0.106166615228401
Q9UIW2,-0.371794587066854,-1.2414580562054,-0.0504468946386545,-0.323590978334132,-3.22171168550399
Q9UKM7,-0.00866216384705503,-2.22045168212452,1.0894805971365,-0.465279870002166,0.925281564849609
Q9ULF5,-0.260894459955588,-1.95837764081589,-0.411836211067899,-0.428747890803943,-3.12818208049425
Q9UMX0,0.125322725722113,-2.99255453559331,0.819788386236913,-0.000335023494043384,0.594794680362202
Q9UMY4,-4.21628825662738,0.2105555814948,-0.914077653893356,-3.12293901605962,-0.437613699006533
Q9UNK0,-2.37912419171329,-0.658898364145452,-3.12064559183155,-3.49901985812343,-0.146748302044796
Q9Y2J2,0.217600049656923,-0.544631679197455,0.214567107590345,0.0915645653058456,-1.9230168112231
Q9Y2Q5,-0.911858951849746,0.386598484642666,-3.97950181787331,-3.520984783028,-0.422810596467645
Q9Y3L5,-0.421947969852911,-0.896286505685456,-0.0488207477732781,-0.2316260086053,-1.99051053960187
Q9Y4E1,-1.58669460596025,0.410933831199979,-1.31904182801776,-1.8041141215447,0.368324513444247
Q9Y4J8,-0.00499303854437726,-0.499919858892399,0.203947255551112,-0.0440467266420326,-1.70786580399416
Q9Y5S2,0.0773586089403985,-0.701920321675424,0.0635918155008653,0.280277281322965,-1.73140130083062
Q9Y5W9,-0.544158159553223,0.219026951724378,-1.60580540992443,-1.2711881734378,-0.246523911400145
